cowcode,stateabb,statename,relevance,from,to,group,size,status,warid,warid2,groupid,cowgroupid
471,CAO,Cameroon,Yes,1983,2005,Fulani (and other northern Muslim peoples),0.14,JUNIOR PARTNER,25900,,4000,47104000
471,CAO,Cameroon,Yes,1983,2005,Northwestern Anglophones (Grassfielders),0.12,JUNIOR PARTNER,,,5000,47105000
471,CAO,Cameroon,Yes,1983,2005,Bassa/Duala,0.08,JUNIOR PARTNER,,,2000,47102000
471,CAO,Cameroon,Yes,1983,2005,Southwestern Anglophones (Bakweri etc.),0.08,JUNIOR PARTNER,,,6000,47106000
475,NIG,Nigeria,Yes,1960,1964,Hausa-Fulani and Muslim Middle Belt,0.29,SENIOR PARTNER,,,1000,47501000
475,NIG,Nigeria,Yes,1960,1964,Yoruba,0.21,REGIONAL AUTONOMY,,,6000,47506000
475,NIG,Nigeria,Yes,1960,1964,Igbo,0.18,JUNIOR PARTNER,,,2000,47502000
475,NIG,Nigeria,Yes,1960,1964,Ijaw,0.1,POWERLESS,,,3000,47503000
475,NIG,Nigeria,Yes,1960,1964,Tiv,0.025,POWERLESS,,,5000,47505000
475,NIG,Nigeria,Yes,1960,1964,Ogoni,0.005,POWERLESS,,,4000,47504000
475,NIG,Nigeria,Yes,1965,1966,Hausa-Fulani and Muslim Middle Belt,0.29,DOMINANT,,,1000,47501000
475,NIG,Nigeria,Yes,1965,1966,Yoruba,0.21,POWERLESS,,,6000,47506000
475,NIG,Nigeria,Yes,1965,1966,Igbo,0.18,REGIONAL AUTONOMY,20000,,2000,47502000
475,NIG,Nigeria,Yes,1965,1966,Ijaw,0.1,POWERLESS,,,3000,47503000
475,NIG,Nigeria,Yes,1965,1966,Tiv,0.025,POWERLESS,,,5000,47505000
475,NIG,Nigeria,Yes,1965,1966,Ogoni,0.005,POWERLESS,,,4000,47504000
475,NIG,Nigeria,Yes,1967,1969,Hausa-Fulani and Muslim Middle Belt,0.29,SENIOR PARTNER,,,1000,47501000
475,NIG,Nigeria,Yes,1967,1969,Yoruba,0.21,JUNIOR PARTNER,,,6000,47506000
475,NIG,Nigeria,Yes,1967,1969,Igbo,0.18,DISCRIMINATED,20700,,2000,47502000
475,NIG,Nigeria,Yes,1967,1969,Ijaw,0.1,POWERLESS,,,3000,47503000
475,NIG,Nigeria,Yes,1967,1969,Tiv,0.025,POWERLESS,,,5000,47505000
475,NIG,Nigeria,Yes,1967,1969,Ogoni,0.005,POWERLESS,,,4000,47504000
475,NIG,Nigeria,Yes,1970,1978,Hausa-Fulani and Muslim Middle Belt,0.29,SENIOR PARTNER,,,1000,47501000
475,NIG,Nigeria,Yes,1970,1978,Yoruba,0.21,JUNIOR PARTNER,,,6000,47506000
475,NIG,Nigeria,Yes,1970,1978,Igbo,0.18,JUNIOR PARTNER,20700,,2000,47502000
475,NIG,Nigeria,Yes,1970,1978,Ijaw,0.1,JUNIOR PARTNER,,,3000,47503000
475,NIG,Nigeria,Yes,1970,1978,Tiv,0.025,JUNIOR PARTNER,,,5000,47505000
475,NIG,Nigeria,Yes,1970,1978,Ogoni,0.005,POWERLESS,,,4000,47504000
475,NIG,Nigeria,Yes,1979,1983,Hausa-Fulani and Muslim Middle Belt,0.29,SENIOR PARTNER,,,1000,47501000
475,NIG,Nigeria,Yes,1979,1983,Yoruba,0.21,REGIONAL AUTONOMY,,,6000,47506000
475,NIG,Nigeria,Yes,1979,1983,Igbo,0.18,JUNIOR PARTNER,,,2000,47502000
475,NIG,Nigeria,Yes,1979,1983,Ijaw,0.1,POWERLESS,,,3000,47503000
475,NIG,Nigeria,Yes,1979,1983,Tiv,0.025,REGIONAL AUTONOMY,,,5000,47505000
475,NIG,Nigeria,Yes,1979,1983,Ogoni,0.005,POWERLESS,,,4000,47504000
475,NIG,Nigeria,Yes,1984,1991,Hausa-Fulani and Muslim Middle Belt,0.29,DOMINANT,,,1000,47501000
475,NIG,Nigeria,Yes,1984,1991,Yoruba,0.21,POWERLESS,,,6000,47506000
475,NIG,Nigeria,Yes,1984,1991,Igbo,0.18,POWERLESS,,,2000,47502000
475,NIG,Nigeria,Yes,1984,1991,Ijaw,0.1,POWERLESS,,,3000,47503000
475,NIG,Nigeria,Yes,1984,1991,Tiv,0.025,POWERLESS,,,5000,47505000
475,NIG,Nigeria,Yes,1984,1991,Ogoni,0.005,POWERLESS,,,4000,47504000
475,NIG,Nigeria,Yes,1992,1998,Hausa-Fulani and Muslim Middle Belt,0.29,DOMINANT,,,1000,47501000
475,NIG,Nigeria,Yes,1992,1998,Yoruba,0.21,POWERLESS,,,6000,47506000
475,NIG,Nigeria,Yes,1992,1998,Igbo,0.18,POWERLESS,,,2000,47502000
475,NIG,Nigeria,Yes,1992,1998,Ijaw,0.1,DISCRIMINATED,,,3000,47503000
475,NIG,Nigeria,Yes,1992,1998,Tiv,0.025,POWERLESS,,,5000,47505000
475,NIG,Nigeria,Yes,1992,1998,Ogoni,0.005,DISCRIMINATED,,,4000,47504000
475,NIG,Nigeria,Yes,1999,2005,Hausa-Fulani and Muslim Middle Belt,0.29,JUNIOR PARTNER,,,1000,47501000
475,NIG,Nigeria,Yes,1999,2005,Yoruba,0.21,SENIOR PARTNER,,,6000,47506000
475,NIG,Nigeria,Yes,1999,2005,Igbo,0.18,JUNIOR PARTNER,,,2000,47502000
475,NIG,Nigeria,Yes,1999,2005,Ijaw,0.1,DISCRIMINATED,33301,,3000,47503000
475,NIG,Nigeria,Yes,1999,2005,Tiv,0.025,REGIONAL AUTONOMY,,,5000,47505000
475,NIG,Nigeria,Yes,1999,2005,Ogoni,0.005,POWERLESS,,,4000,47504000
481,GAB,Gabon,Yes,1960,1962,Eshira/Bapounou,0.24,IRRELEVANT,,,1000,48101000
481,GAB,Gabon,Yes,1960,1962,Northern Fang,0.16,JUNIOR PARTNER,,,3070,48103070
481,GAB,Gabon,Yes,1960,1962,Estuary Fang,0.1,SENIOR PARTNER,,,3020,48103020
481,GAB,Gabon,Yes,1960,1962,"Mbédé (Batéké, Obamba)",0.08,IRRELEVANT,,,4000,48104000
481,GAB,Gabon,Yes,1960,1962,Myènè,0.05,POWERLESS,,,5000,48105000
481,GAB,Gabon,Yes,1963,1967,Eshira/Bapounou,0.24,IRRELEVANT,,,1000,48101000
481,GAB,Gabon,Yes,1963,1967,Northern Fang,0.16,POWERLESS,,,3070,48103070
481,GAB,Gabon,Yes,1963,1967,Estuary Fang,0.1,DOMINANT,,,3020,48103020
481,GAB,Gabon,Yes,1963,1967,"Mbédé (Batéké, Obamba)",0.08,IRRELEVANT,,,4000,48104000
481,GAB,Gabon,Yes,1963,1967,Myènè,0.05,POWERLESS,,,5000,48105000
481,GAB,Gabon,Yes,1968,2000,Fang,0.26,JUNIOR PARTNER,,,3000,48103000
481,GAB,Gabon,Yes,1968,2000,Eshira/Bapounou,0.24,JUNIOR PARTNER,,,1000,48101000
481,GAB,Gabon,Yes,1968,2000,"Mbédé (Batéké, Obamba)",0.08,SENIOR PARTNER,,,4000,48104000
481,GAB,Gabon,Yes,1968,2000,Myènè,0.05,JUNIOR PARTNER,,,5000,48105000
481,GAB,Gabon,Yes,2001,2005,Fang,0.26,JUNIOR PARTNER,,,3000,48103000
481,GAB,Gabon,Yes,2001,2005,Eshira/Bapounou,0.24,JUNIOR PARTNER,,,1000,48101000
481,GAB,Gabon,Yes,2001,2005,"Mbédé (Batéké, Obamba)",0.08,SENIOR PARTNER,,,4000,48104000
481,GAB,Gabon,Yes,2001,2005,Nkomi,0.02,JUNIOR PARTNER,,,5010,48105010
481,GAB,Gabon,Yes,2001,2005,Orungu,0.01,POWERLESS,,,5020,48105020
482,CEN,Central African Republic,Yes,1960,1965,"Northern groups (Baya, Banda, Mandjia, Sara)",0.83,POWERLESS,,,5000,48205000
482,CEN,Central African Republic,Yes,1960,1965,"Riverine groups (Mbaka, Yakoma, Banziri etc.)",0.145,DOMINANT,,,6000,48206000
482,CEN,Central African Republic,Yes,1966,1969,"Northern groups (Baya, Banda, Mandjia, Sara)",0.83,JUNIOR PARTNER,,,5000,48205000
482,CEN,Central African Republic,Yes,1966,1969,"Riverine groups (Mbaka, Yakoma, Banziri etc.)",0.145,SENIOR PARTNER,,,6000,48206000
482,CEN,Central African Republic,Yes,1970,1981,"Northern groups (Baya, Banda, Mandjia, Sara)",0.83,POWERLESS,,,5000,48205000
482,CEN,Central African Republic,Yes,1970,1981,"Riverine groups (Mbaka, Yakoma, Banziri etc.)",0.145,DOMINANT,,,6000,48206000
482,CEN,Central African Republic,Yes,1982,1993,"Northern groups (Baya, Banda, Mandjia, Sara)",0.83,POWERLESS,,,5000,48205000
482,CEN,Central African Republic,Yes,1982,1993,Yakoma,0.04,SENIOR PARTNER,,,6080,48206080
482,CEN,Central African Republic,Yes,1982,1993,Mbaka,0.04,JUNIOR PARTNER,,,6040,48206040
482,CEN,Central African Republic,Yes,1994,2001,Baya,0.33,JUNIOR PARTNER,,,5020,48205020
482,CEN,Central African Republic,Yes,1994,2001,Sara,0.1,SENIOR PARTNER,,,5070,48205070
482,CEN,Central African Republic,Yes,1994,2001,Mbaka,0.04,JUNIOR PARTNER,,,6040,48206040
482,CEN,Central African Republic,Yes,1994,2001,Yakoma,0.04,JUNIOR PARTNER,32500,,6080,48206080
482,CEN,Central African Republic,Yes,2002,2002,Baya,0.33,JUNIOR PARTNER,,,5020,48205020
482,CEN,Central African Republic,Yes,2002,2002,Sara,0.1,SENIOR PARTNER,,,5070,48205070
482,CEN,Central African Republic,Yes,2002,2002,Mbaka,0.04,JUNIOR PARTNER,,,6040,48206040
482,CEN,Central African Republic,Yes,2002,2002,Yakoma,0.04,DISCRIMINATED,32500,,6080,48206080
482,CEN,Central African Republic,Yes,2003,2005,Baya,0.33,SENIOR PARTNER,,,5020,48205020
482,CEN,Central African Republic,Yes,2003,2005,Sara,0.1,JUNIOR PARTNER,,,5070,48205070
482,CEN,Central African Republic,Yes,2003,2005,Yakoma,0.04,JUNIOR PARTNER,,,6080,48206080
482,CEN,Central African Republic,Yes,2003,2005,Mbaka,0.04,JUNIOR PARTNER,,,6040,48206040
483,CHA,Chad,Yes,1960,1975,Muslim Sahel groups,0.27,POWERLESS,19100,,2000,48302000
483,CHA,Chad,Yes,1960,1975,Sara,0.24,DOMINANT,,,4000,48304000
483,CHA,Chad,Yes,1960,1975,Arabs,0.14,POWERLESS,19100,,1000,48301000
483,CHA,Chad,Yes,1960,1975,Toubou,0.04,POWERLESS,19100,,6000,48306000
483,CHA,Chad,Yes,1976,1978,Muslim Sahel groups,0.27,JUNIOR PARTNER,19100,,2000,48302000
483,CHA,Chad,Yes,1976,1978,Sara,0.24,SENIOR PARTNER,,,4000,48304000
483,CHA,Chad,Yes,1976,1978,Arabs,0.14,POWERLESS,19100,,1000,48301000
483,CHA,Chad,Yes,1976,1978,Toubou,0.04,JUNIOR PARTNER,19100,,6000,48306000
483,CHA,Chad,Yes,1979,1979,Muslim Sahel groups,0.27,STATE COLLAPSE,,,2000,48302000
483,CHA,Chad,Yes,1979,1979,Sara,0.24,STATE COLLAPSE,,,4000,48304000
483,CHA,Chad,Yes,1979,1979,Arabs,0.14,STATE COLLAPSE,,,1000,48301000
483,CHA,Chad,Yes,1979,1979,Toubou,0.04,STATE COLLAPSE,,,6000,48306000
483,CHA,Chad,Yes,1980,1982,Muslim Sahel groups,0.27,JUNIOR PARTNER,,,2000,48302000
483,CHA,Chad,Yes,1980,1982,Sara,0.24,REGIONAL AUTONOMY,,,4000,48304000
483,CHA,Chad,Yes,1980,1982,Arabs,0.14,JUNIOR PARTNER,,,1000,48301000
483,CHA,Chad,Yes,1980,1982,Toubou,0.04,SENIOR PARTNER,,,6000,48306000
483,CHA,Chad,Yes,1983,1987,Sara,0.24,JUNIOR PARTNER,,,4000,48304000
483,CHA,Chad,Yes,1983,1987,Arabs,0.14,POWERLESS,,,1000,48301000
483,CHA,Chad,Yes,1983,1987,Toubou,0.04,SENIOR PARTNER,,,6000,48306000
483,CHA,Chad,Yes,1983,1987,Hadjeraï,0.025,JUNIOR PARTNER,19102,,2100,48302100
483,CHA,Chad,Yes,1983,1987,"Zaghawa, Bideyat",0.01,JUNIOR PARTNER,19102,,2200,48302200
483,CHA,Chad,Yes,1983,1987,Tamas,0.005,IRRELEVANT,,,2300,48302300
483,CHA,Chad,Yes,1988,1988,Sara,0.24,JUNIOR PARTNER,,,4000,48304000
483,CHA,Chad,Yes,1988,1988,Arabs,0.14,POWERLESS,,,1000,48301000
483,CHA,Chad,Yes,1988,1988,Toubou,0.04,SENIOR PARTNER,,,6000,48306000
483,CHA,Chad,Yes,1988,1988,Hadjeraï,0.025,DISCRIMINATED,19102,,2100,48302100
483,CHA,Chad,Yes,1988,1988,"Zaghawa, Bideyat",0.01,JUNIOR PARTNER,19102,,2200,48302200
483,CHA,Chad,Yes,1988,1988,Tamas,0.005,IRRELEVANT,,,2300,48302300
483,CHA,Chad,Yes,1989,1990,Sara,0.24,JUNIOR PARTNER,,,4000,48304000
483,CHA,Chad,Yes,1989,1990,Arabs,0.14,POWERLESS,,,1000,48301000
483,CHA,Chad,Yes,1989,1990,Toubou,0.04,SENIOR PARTNER,,,6000,48306000
483,CHA,Chad,Yes,1989,1990,Hadjeraï,0.025,DISCRIMINATED,19102,,2100,48302100
483,CHA,Chad,Yes,1989,1990,"Zaghawa, Bideyat",0.01,DISCRIMINATED,19102,,2200,48302200
483,CHA,Chad,Yes,1989,1990,Tamas,0.005,IRRELEVANT,,,2300,48302300
483,CHA,Chad,Yes,1991,1993,Sara,0.24,JUNIOR PARTNER,19112,,4000,48304000
483,CHA,Chad,Yes,1991,1993,Arabs,0.14,POWERLESS,,,1000,48301000
483,CHA,Chad,Yes,1991,1993,Toubou,0.04,POWERLESS,19112,,6000,48306000
483,CHA,Chad,Yes,1991,1993,Hadjeraï,0.025,JUNIOR PARTNER,,,2100,48302100
483,CHA,Chad,Yes,1991,1993,"Zaghawa, Bideyat",0.01,SENIOR PARTNER,,,2200,48302200
483,CHA,Chad,Yes,1991,1993,Tamas,0.005,IRRELEVANT,,,2300,48302300
483,CHA,Chad,Yes,1994,2005,Sara,0.24,JUNIOR PARTNER,19112,,4000,48304000
483,CHA,Chad,Yes,1994,2005,Arabs,0.14,POWERLESS,19104,,1000,48301000
483,CHA,Chad,Yes,1994,2005,Toubou,0.04,POWERLESS,19112,19103,6000,48306000
483,CHA,Chad,Yes,1994,2005,Hadjeraï,0.025,JUNIOR PARTNER,,,2100,48302100
483,CHA,Chad,Yes,1994,2005,"Zaghawa, Bideyat",0.01,SENIOR PARTNER,,,2200,48302200
483,CHA,Chad,Yes,1994,2005,Tamas,0.005,POWERLESS,19104,,2300,48302300
484,CON,Congo,Yes,1960,1963,Lari,0.21,SENIOR PARTNER,,,5040,48405040
484,CON,Congo,Yes,1960,1963,Batéké,0.13,POWERLESS,,,2000,48402000
484,CON,Congo,Yes,1960,1963,Mbochi,0.12,POWERLESS,,,6000,48406000
484,CON,Congo,Yes,1960,1963,Bakongo,0.09,JUNIOR PARTNER,,,5010,48405010
484,CON,Congo,Yes,1960,1963,Niari peoples/region,0.08,IRRELEVANT,,,8000,48408000
484,CON,Congo,Yes,1960,1963,Vili,0.07,JUNIOR PARTNER,,,10000,48410000
484,CON,Congo,Yes,1960,1963,Kouyou,0.03,IRRELEVANT,,,3000,48403000
484,CON,Congo,Yes,1964,1968,Lari,0.21,POWERLESS,,,5040,48405040
484,CON,Congo,Yes,1964,1968,Batéké,0.13,POWERLESS,,,2000,48402000
484,CON,Congo,Yes,1964,1968,Mbochi,0.12,POWERLESS,,,6000,48406000
484,CON,Congo,Yes,1964,1968,Bakongo,0.09,SENIOR PARTNER,,,5010,48405010
484,CON,Congo,Yes,1964,1968,Niari peoples/region,0.08,JUNIOR PARTNER,,,8000,48408000
484,CON,Congo,Yes,1964,1968,Vili,0.07,JUNIOR PARTNER,,,10000,48410000
484,CON,Congo,Yes,1964,1968,Kouyou,0.03,IRRELEVANT,,,3000,48403000
484,CON,Congo,Yes,1969,1971,Lari/Bakongo,0.3,POWERLESS,,,5000,48405000
484,CON,Congo,Yes,1969,1971,Batéké,0.13,JUNIOR PARTNER,,,2000,48402000
484,CON,Congo,Yes,1969,1971,Mbochi,0.12,SENIOR PARTNER,,,6000,48406000
484,CON,Congo,Yes,1969,1971,Niari peoples/region,0.08,JUNIOR PARTNER,,,8000,48408000
484,CON,Congo,Yes,1969,1971,Vili,0.07,JUNIOR PARTNER,,,10000,48410000
484,CON,Congo,Yes,1969,1971,Kouyou,0.03,IRRELEVANT,,,3000,48403000
484,CON,Congo,Yes,1972,1976,Lari/Bakongo,0.3,POWERLESS,,,5000,48405000
484,CON,Congo,Yes,1972,1976,Batéké,0.13,POWERLESS,,,2000,48402000
484,CON,Congo,Yes,1972,1976,Mbochi,0.12,DOMINANT,,,6000,48406000
484,CON,Congo,Yes,1972,1976,Niari peoples/region,0.08,POWERLESS,,,8000,48408000
484,CON,Congo,Yes,1972,1976,Vili,0.07,POWERLESS,,,10000,48410000
484,CON,Congo,Yes,1972,1976,Kouyou,0.03,IRRELEVANT,,,3000,48403000
484,CON,Congo,Yes,1977,1978,Lari/Bakongo,0.3,POWERLESS,,,5000,48405000
484,CON,Congo,Yes,1977,1978,Batéké,0.13,POWERLESS,,,2000,48402000
484,CON,Congo,Yes,1977,1978,Mbochi (proper),0.09,SENIOR PARTNER,,,6070,48406070
484,CON,Congo,Yes,1977,1978,Niari peoples/region,0.08,POWERLESS,,,8000,48408000
484,CON,Congo,Yes,1977,1978,Vili,0.07,POWERLESS,,,10000,48410000
484,CON,Congo,Yes,1977,1978,Kouyou,0.03,JUNIOR PARTNER,,,3000,48403000
484,CON,Congo,Yes,1979,1984,Lari/Bakongo,0.3,POWERLESS,,,5000,48405000
484,CON,Congo,Yes,1979,1984,Batéké,0.13,JUNIOR PARTNER,,,2000,48402000
484,CON,Congo,Yes,1979,1984,Mbochi (proper),0.09,SENIOR PARTNER,,,6070,48406070
484,CON,Congo,Yes,1979,1984,Niari peoples/region,0.08,JUNIOR PARTNER,,,8000,48408000
484,CON,Congo,Yes,1979,1984,Vili,0.07,JUNIOR PARTNER,,,10000,48410000
484,CON,Congo,Yes,1979,1984,Kouyou,0.03,JUNIOR PARTNER,,,3000,48403000
484,CON,Congo,Yes,1985,1990,Lari/Bakongo,0.3,POWERLESS,,,5000,48405000
484,CON,Congo,Yes,1985,1990,Batéké,0.13,JUNIOR PARTNER,,,2000,48402000
484,CON,Congo,Yes,1985,1990,Mbochi (proper),0.09,SENIOR PARTNER,,,6070,48406070
484,CON,Congo,Yes,1985,1990,Niari peoples/region,0.08,POWERLESS,,,8000,48408000
484,CON,Congo,Yes,1985,1990,Vili,0.07,POWERLESS,,,10000,48410000
484,CON,Congo,Yes,1985,1990,Kouyou,0.03,JUNIOR PARTNER,,,3000,48403000
484,CON,Congo,Yes,1991,1991,Nibolek (Bembe etc.),0.35,JUNIOR PARTNER,,,9000,48409000
484,CON,Congo,Yes,1991,1991,Lari/Bakongo,0.3,SENIOR PARTNER,,,5000,48405000
484,CON,Congo,Yes,1991,1991,Batéké,0.13,JUNIOR PARTNER,,,2000,48402000
484,CON,Congo,Yes,1991,1991,Mbochi (proper),0.09,JUNIOR PARTNER,,,6070,48406070
484,CON,Congo,Yes,1991,1991,Niari peoples/region,0.08,IRRELEVANT,,,8000,48408000
484,CON,Congo,Yes,1991,1991,Vili,0.07,JUNIOR PARTNER,,,10000,48410000
484,CON,Congo,Yes,1991,1991,Kouyou,0.03,JUNIOR PARTNER,,,3000,48403000
484,CON,Congo,Yes,1992,1994,Nibolek (Bembe etc.),0.35,SENIOR PARTNER,,,9000,48409000
484,CON,Congo,Yes,1992,1994,Lari/Bakongo,0.3,REGIONAL AUTONOMY,31700,,5000,48405000
484,CON,Congo,Yes,1992,1994,Batéké,0.13,IRRELEVANT,,,2000,48402000
484,CON,Congo,Yes,1992,1994,Mbochi (proper),0.09,POWERLESS,31700,,6070,48406070
484,CON,Congo,Yes,1992,1994,Niari peoples/region,0.08,IRRELEVANT,,,8000,48408000
484,CON,Congo,Yes,1992,1994,Vili,0.07,JUNIOR PARTNER,,,10000,48410000
484,CON,Congo,Yes,1992,1994,Kouyou,0.03,JUNIOR PARTNER,,,3000,48403000
484,CON,Congo,Yes,1995,1997,Nibolek (Bembe etc.),0.35,SENIOR PARTNER,,,9000,48409000
484,CON,Congo,Yes,1995,1997,Lari/Bakongo,0.3,JUNIOR PARTNER,31700,,5000,48405000
484,CON,Congo,Yes,1995,1997,Batéké,0.13,IRRELEVANT,,,2000,48402000
484,CON,Congo,Yes,1995,1997,Mbochi (proper),0.09,POWERLESS,31700,,6070,48406070
484,CON,Congo,Yes,1995,1997,Niari peoples/region,0.08,IRRELEVANT,,,8000,48408000
484,CON,Congo,Yes,1995,1997,Vili,0.07,JUNIOR PARTNER,,,10000,48410000
484,CON,Congo,Yes,1995,1997,Kouyou,0.03,JUNIOR PARTNER,,,3000,48403000
484,CON,Congo,Yes,1998,2005,Nibolek (Bembe etc.),0.35,POWERLESS,,,9000,48409000
484,CON,Congo,Yes,1998,2005,Lari/Bakongo,0.3,POWERLESS,31700,,5000,48405000
484,CON,Congo,Yes,1998,2005,Batéké,0.13,IRRELEVANT,,,2000,48402000
484,CON,Congo,Yes,1998,2005,Mbochi (proper),0.09,SENIOR PARTNER,31700,,6070,48406070
484,CON,Congo,Yes,1998,2005,Niari peoples/region,0.08,IRRELEVANT,,,8000,48408000
484,CON,Congo,Yes,1998,2005,Vili,0.07,POWERLESS,,,10000,48410000
484,CON,Congo,Yes,1998,2005,Kouyou,0.03,JUNIOR PARTNER,,,3000,48403000
490,DRC,Democratic Republic of the Congo,Yes,1960,1965,Mongo,0.16,IRRELEVANT,,,4000,49004000
490,DRC,Democratic Republic of the Congo,Yes,1960,1965,Bakongo,0.103,IRRELEVANT,,,3000,49003000
490,DRC,Democratic Republic of the Congo,Yes,1960,1965,Tetela-Kusu,0.08,IRRELEVANT,,,12000,49012000
490,DRC,Democratic Republic of the Congo,Yes,1960,1965,Luba Kasai,0.07,SEPARATIST AUTONOMY,16900,,5000,49005000
490,DRC,Democratic Republic of the Congo,Yes,1960,1965,Azande-Mangbetu cluster,0.07,IRRELEVANT,,,1000,49001000
490,DRC,Democratic Republic of the Congo,Yes,1960,1965,Lunda-Yeke,0.056,IRRELEVANT,,,11000,49011000
490,DRC,Democratic Republic of the Congo,Yes,1960,1965,Other Kivu groups,0.05,IRRELEVANT,,,10000,49010000
490,DRC,Democratic Republic of the Congo,Yes,1960,1965,Lulua,0.05,IRRELEVANT,,,9000,49009000
490,DRC,Democratic Republic of the Congo,Yes,1960,1965,Luba Shaba,0.05,IRRELEVANT,,,7000,49007000
490,DRC,Democratic Republic of the Congo,Yes,1960,1965,Mbandja,0.04,IRRELEVANT,,,2000,49002000
490,DRC,Democratic Republic of the Congo,Yes,1960,1965,Ngbandi,0.02,IRRELEVANT,,,8000,49008000
490,DRC,Democratic Republic of the Congo,Yes,1960,1965,Ngbaka,0.02,IRRELEVANT,,,6000,49006000
490,DRC,Democratic Republic of the Congo,Yes,1960,1965,Tutsi-Banyamulenge,0.02,IRRELEVANT,,,13000,49013000
490,DRC,Democratic Republic of the Congo,Yes,1966,1990,Mongo,0.16,POWERLESS,,,4000,49004000
490,DRC,Democratic Republic of the Congo,Yes,1966,1990,Bakongo,0.103,POWERLESS,,,3000,49003000
490,DRC,Democratic Republic of the Congo,Yes,1966,1990,Tetela-Kusu,0.08,POWERLESS,,,12000,49012000
490,DRC,Democratic Republic of the Congo,Yes,1966,1990,Azande-Mangbetu cluster,0.07,POWERLESS,,,1000,49001000
490,DRC,Democratic Republic of the Congo,Yes,1966,1990,Luba Kasai,0.07,POWERLESS,,,5000,49005000
490,DRC,Democratic Republic of the Congo,Yes,1966,1990,Lunda-Yeke,0.056,IRRELEVANT,,,11000,49011000
490,DRC,Democratic Republic of the Congo,Yes,1966,1990,Other Kivu groups,0.05,POWERLESS,,,10000,49010000
490,DRC,Democratic Republic of the Congo,Yes,1966,1990,Lulua,0.05,POWERLESS,,,9000,49009000
490,DRC,Democratic Republic of the Congo,Yes,1966,1990,Luba Shaba,0.05,POWERLESS,,,7000,49007000
490,DRC,Democratic Republic of the Congo,Yes,1966,1990,Mbandja,0.04,JUNIOR PARTNER,,,2000,49002000
490,DRC,Democratic Republic of the Congo,Yes,1966,1990,Ngbaka,0.02,JUNIOR PARTNER,,,6000,49006000
490,DRC,Democratic Republic of the Congo,Yes,1966,1990,Tutsi-Banyamulenge,0.02,POWERLESS,,,13000,49013000
490,DRC,Democratic Republic of the Congo,Yes,1966,1990,Ngbandi,0.02,SENIOR PARTNER,,,8000,49008000
490,DRC,Democratic Republic of the Congo,Yes,1991,1996,Mongo,0.16,POWERLESS,,,4000,49004000
490,DRC,Democratic Republic of the Congo,Yes,1991,1996,Bakongo,0.103,POWERLESS,,,3000,49003000
490,DRC,Democratic Republic of the Congo,Yes,1991,1996,Tetela-Kusu,0.08,POWERLESS,,,12000,49012000
490,DRC,Democratic Republic of the Congo,Yes,1991,1996,Luba Kasai,0.07,POWERLESS,,,5000,49005000
490,DRC,Democratic Republic of the Congo,Yes,1991,1996,Azande-Mangbetu cluster,0.07,POWERLESS,,,1000,49001000
490,DRC,Democratic Republic of the Congo,Yes,1991,1996,Lunda-Yeke,0.056,IRRELEVANT,,,11000,49011000
490,DRC,Democratic Republic of the Congo,Yes,1991,1996,Luba Shaba,0.05,POWERLESS,,,7000,49007000
490,DRC,Democratic Republic of the Congo,Yes,1991,1996,Lulua,0.05,POWERLESS,,,9000,49009000
490,DRC,Democratic Republic of the Congo,Yes,1991,1996,Other Kivu groups,0.05,POWERLESS,,,10000,49010000
490,DRC,Democratic Republic of the Congo,Yes,1991,1996,Mbandja,0.04,JUNIOR PARTNER,,,2000,49002000
490,DRC,Democratic Republic of the Congo,Yes,1991,1996,Ngbandi,0.02,SENIOR PARTNER,,,8000,49008000
490,DRC,Democratic Republic of the Congo,Yes,1991,1996,Tutsi-Banyamulenge,0.02,DISCRIMINATED,18602,,13000,49013000
490,DRC,Democratic Republic of the Congo,Yes,1991,1996,Ngbaka,0.02,JUNIOR PARTNER,,,6000,49006000
490,DRC,Democratic Republic of the Congo,Yes,1997,1997,Mongo,0.16,POWERLESS,,,4000,49004000
490,DRC,Democratic Republic of the Congo,Yes,1997,1997,Bakongo,0.103,POWERLESS,,,3000,49003000
490,DRC,Democratic Republic of the Congo,Yes,1997,1997,Tetela-Kusu,0.08,POWERLESS,,,12000,49012000
490,DRC,Democratic Republic of the Congo,Yes,1997,1997,Azande-Mangbetu cluster,0.07,POWERLESS,,,1000,49001000
490,DRC,Democratic Republic of the Congo,Yes,1997,1997,Luba Kasai,0.07,POWERLESS,,,5000,49005000
490,DRC,Democratic Republic of the Congo,Yes,1997,1997,Lunda-Yeke,0.056,JUNIOR PARTNER,,,11000,49011000
490,DRC,Democratic Republic of the Congo,Yes,1997,1997,Lulua,0.05,POWERLESS,,,9000,49009000
490,DRC,Democratic Republic of the Congo,Yes,1997,1997,Luba Shaba,0.05,JUNIOR PARTNER,,,7000,49007000
490,DRC,Democratic Republic of the Congo,Yes,1997,1997,Other Kivu groups,0.05,POWERLESS,,,10000,49010000
490,DRC,Democratic Republic of the Congo,Yes,1997,1997,Mbandja,0.04,POWERLESS,,,2000,49002000
490,DRC,Democratic Republic of the Congo,Yes,1997,1997,Tutsi-Banyamulenge,0.02,SENIOR PARTNER,18602,,13000,49013000
490,DRC,Democratic Republic of the Congo,Yes,1997,1997,Ngbandi,0.02,POWERLESS,,,8000,49008000
